team1,team2,outcome
"['Roaring Moon', 'Milotic', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Glimmora']","['Iron Valiant', 'Indeedee-F', 'Tornadus', 'Archaludon', 'Landorus', 'Urshifu-*']",1
"['Slowking', 'Indeedee-F', 'Ursaluna-Bloodmoon', 'Iron Hands', 'Kingambit', 'Enamorus-Therian']","['Amoonguss', 'Dragonite', 'Rillaboom', 'Incineroar', 'Ogerpon-Wellspring', 'Chien-Pao']",0
"['Dragonite', 'Chien-Pao', 'Ludicolo', 'Flutter Mane', 'Tornadus', 'Archaludon']","['Empoleon', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Tornadus', 'Urshifu-*', 'Flutter Mane']",0
"['Flutter Mane', 'Incineroar', 'Urshifu-*', 'Rillaboom', 'Tornadus', 'Landorus']","['Sneasler', 'Rillaboom', 'Incineroar', 'Chien-Pao', 'Urshifu-*', 'Raging Bolt']",0
"['Ogerpon-Cornerstone', 'Ursaluna-Bloodmoon', 'Incineroar', 'Farigiraf', 'Conkeldurr', 'Rillaboom']","['Cresselia', 'Ursaluna', 'Regieleki', 'Mimikyu', 'Torkoal', 'Flutter Mane']",0
"['Chi-Yu', 'Landorus', 'Flutter Mane', 'Torkoal', 'Zapdos-Galar', 'Shiftry']","['Raging Bolt', 'Landorus', 'Flutter Mane', 'Whimsicott', 'Urshifu-*', 'Incineroar']",0
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Farigiraf', 'Ogerpon-Cornerstone', 'Tyranitar', 'Raging Bolt', 'Urshifu-*', 'Arcanine-Hisui']",0
"['Urshifu-*', 'Farigiraf', 'Incineroar', 'Rillaboom', 'Flutter Mane', 'Ogerpon-Hearthflame']","['Iron Valiant', 'Indeedee-F', 'Tornadus', 'Archaludon', 'Landorus', 'Urshifu-*']",0
"['Gouging Fire', 'Ogerpon-Wellspring', 'Kingambit', 'Flutter Mane', 'Rillaboom', 'Landorus']","['Tornadus', 'Thundurus-Therian', 'Chi-Yu', 'Ogerpon-Wellspring', 'Farigiraf', 'Gholdengo']",1
"['Scizor', 'Garganacl', 'Flutter Mane', 'Haxorus', 'Chi-Yu', 'Tornadus']","['Tornadus', 'Flutter Mane', 'Chi-Yu', 'Pikachu-Unova', 'Articuno', 'Ninetales-Alola']",1
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Florges', 'Landorus', 'Iron Hands']","['Toxtricity-Low-Key', 'Misdreavus', 'Flutter Mane', 'Sableye', 'Krookodile', 'Talonflame']",1
"['Urshifu-*', 'Incineroar', 'Flutter Mane', 'Farigiraf', 'Ogerpon-Hearthflame', 'Rillaboom']","['Heatran', 'Iron Leaves', 'Thundurus', 'Comfey', 'Flutter Mane', 'Raging Bolt']",1
"['Flutter Mane', 'Ogerpon-Wellspring', 'Incineroar', 'Raging Bolt', 'Chien-Pao', 'Tornadus']","['Minun', 'Plusle', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Indeedee-F']",0
"['Ninetales', 'Leafeon', 'Walking Wake', 'Zapdos-Galar', 'Farigiraf', 'Sylveon']","['Tyranitar', 'Excadrill', 'Enamorus-Therian', 'Okidogi', 'Ogerpon-Wellspring', 'Arcanine-Hisui']",0
"['Electabuzz', 'Chi-Yu', 'Iron Crown', 'Indeedee-F', 'Zapdos-Galar', 'Annihilape']","['Dragonite', 'Urshifu-*', 'Talonflame', 'Landorus', 'Flutter Mane', 'Ogerpon-Wellspring']",0
"['Cresselia', 'Ursaluna', 'Regieleki', 'Mimikyu', 'Torkoal', 'Flutter Mane']","['Whimsicott', 'Urshifu-*', 'Iron Bundle', 'Chi-Yu', 'Ogerpon-Wellspring', 'Farigiraf']",0
"['Flutter Mane', 'Incineroar', 'Urshifu-*', 'Rillaboom', 'Tornadus', 'Landorus']","['Glimmora', 'Suicune', 'Gouging Fire', 'Ogerpon', 'Iron Hands', 'Flutter Mane']",1
"['Tornadus', 'Thundurus-Therian', 'Chi-Yu', 'Ogerpon-Wellspring', 'Farigiraf', 'Gholdengo']","['Ninetales-Alola', 'Spectrier', 'Whimsicott', 'Moltres-Galar', 'Iron Boulder', 'Rillaboom']",1
"['Kingambit', 'Amoonguss', 'Entei', 'Flutter Mane', 'Ogerpon-Wellspring', 'Chien-Pao']","['Toxtricity', 'Oranguru', 'Dusclops', 'Kommo-o', 'Flutter Mane', 'Noivern']",0
"['Tornadus', 'Thundurus-Therian', 'Chi-Yu', 'Ogerpon-Wellspring', 'Farigiraf', 'Gholdengo']","['Zapdos-Galar', 'Glimmora', 'Tyranitar', 'Excadrill', 'Houndstone', 'Thundurus']",0
"['Cetitan', 'Ninetales-Alola', 'Scrafty', 'Electabuzz', 'Armarouge', 'Milotic']","['Raging Bolt', 'Landorus', 'Flutter Mane', 'Whimsicott', 'Urshifu-*', 'Incineroar']",1
"['Tornadus', 'Urshifu-*', 'Flutter Mane', 'Archaludon', 'Farigiraf', 'Landorus']","['Torkoal', 'Flutter Mane', 'Ursaluna', 'Iron Hands', 'Brute Bonnet', 'Farigiraf']",1
"['Ogerpon-Hearthflame', 'Glimmora', 'Rillaboom', 'Incineroar', 'Flutter Mane', 'Urshifu-*']","['Toxtricity-Low-Key', 'Misdreavus', 'Flutter Mane', 'Sableye', 'Krookodile', 'Talonflame']",1
"['Ogerpon-Wellspring', 'Amoonguss', 'Chien-Pao', 'Tornadus', 'Archaludon', 'Comfey']","['Whimsicott', 'Samurott-Hisui', 'Iron Crown', 'Decidueye-Hisui', 'Indeedee-F', 'Tyranitar']",1
"['Meowstic', 'Gouging Fire', 'Raging Bolt', 'Hitmontop', 'Azumarill', 'Iron Crown']","['Dondozo', 'Tatsugiri', 'Incineroar', 'Ogerpon-Hearthflame', 'Flutter Mane', 'Urshifu-*']",1
"['Whimsicott', 'Flutter Mane', 'Raging Bolt', 'Annihilape', 'Incineroar', 'Torkoal']","['Landorus-Therian', 'Weezing-Galar', 'Flutter Mane', 'Typhlosion-Hisui', 'Tornadus', 'Iron Bundle']",1
"['Iron Valiant', 'Gallade', 'Spectrier', 'Incineroar', 'Primarina', 'Ogerpon']","['Urshifu-*', 'Incineroar', 'Flutter Mane', 'Farigiraf', 'Ogerpon-Hearthflame', 'Rillaboom']",0
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Iron Valiant', 'Indeedee-F', 'Tornadus', 'Archaludon', 'Landorus', 'Urshifu-*']",0
"['Rillaboom', 'Murkrow', 'Raging Bolt', 'Incineroar', 'Flutter Mane', 'Urshifu-*']","['Sneasler', 'Landorus', 'Sylveon', 'Wo-Chien', 'Basculegion', 'Pelipper']",1
"['Raging Bolt', 'Chien-Pao', 'Urshifu-*', 'Entei', 'Gholdengo', 'Whimsicott']","['Iron Boulder', 'Ogerpon-Wellspring', 'Indeedee-F', 'Flutter Mane', 'Landorus', 'Urshifu-*']",1
"['Iron Valiant', 'Indeedee-F', 'Tornadus', 'Archaludon', 'Landorus', 'Urshifu-*']","['Indeedee-F', 'Armarouge', 'Hatterene', 'Pelipper', 'Torkoal', 'Vaporeon']",1
"['Ninetales', 'Leafeon', 'Walking Wake', 'Zapdos-Galar', 'Farigiraf', 'Sylveon']","['Walking Wake', 'Whimsicott', 'Chi-Yu', 'Ursaluna', 'Farigiraf', 'Flutter Mane']",1
"['Indeedee-F', 'Landorus-Therian', 'Entei', 'Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Tornadus']","['Iron Valiant', 'Indeedee-F', 'Tornadus', 'Archaludon', 'Landorus', 'Urshifu-*']",0
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Ogerpon-Hearthflame', 'Glimmora', 'Rillaboom', 'Incineroar', 'Flutter Mane', 'Urshifu-*']",1
"['Exeggutor', 'Torkoal', 'Raging Bolt', 'Flutter Mane', 'Tornadus', 'Incineroar']","['Weavile', 'Farigiraf', 'Heatran', 'Ribombee', 'Breloom', 'Landorus']",1
"['Sneasler', 'Landorus', 'Sylveon', 'Wo-Chien', 'Basculegion', 'Pelipper']","['Annihilape', 'Ogerpon-Wellspring', 'Flutter Mane', 'Arcanine-Hisui', 'Farigiraf', 'Chi-Yu']",1
"['Indeedee-F', 'Sneasler', 'Iron Crown', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Torkoal']","['Iron Boulder', 'Ogerpon-Wellspring', 'Indeedee-F', 'Flutter Mane', 'Landorus', 'Urshifu-*']",1
"['Araquanid', 'Tyranitar', 'Excadrill', 'Arboliva', 'Annihilape', 'Farigiraf']","['Raging Bolt', 'Urshifu-*', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Landorus-Therian']",1
"['Raging Bolt', 'Iron Hands', 'Kilowattrel', 'Pincurchin', 'Eelektross', 'Electabuzz']","['Urshifu-*', 'Gouging Fire', 'Farigiraf', 'Chien-Pao', 'Falinks', 'Ursaluna-Bloodmoon']",0
"['Raging Bolt', 'Landorus', 'Flutter Mane', 'Whimsicott', 'Urshifu-*', 'Incineroar']","['Incineroar', 'Raging Bolt', 'Urshifu-*', 'Chien-Pao', 'Rillaboom', 'Landorus']",1
"['Flutter Mane', 'Incineroar', 'Articuno-Galar', 'Tornadus', 'Dragonite', 'Chi-Yu']","['Iron Hands', 'Gyarados', 'Baxcalibur', 'Arcanine', 'Braviary', 'Grimmsnarl']",1
"['Archaludon', 'Sableye', 'Azumarill', 'Rillaboom', 'Landorus', 'Ogerpon-Hearthflame']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Regidrago', 'Farigiraf', 'Ogerpon-Hearthflame', 'Incineroar', 'Tinkaton', 'Urshifu-*']","['Exeggutor', 'Flutter Mane', 'Tornadus', 'Raging Bolt', 'Incineroar', 'Torkoal']",1
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Sableye', 'Incineroar', 'Annihilape', 'Comfey', 'Landorus', 'Ogerpon-Wellspring']",0
"['Meowstic', 'Sneasler', 'Iron Crown', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Incineroar']","['Porygon2', 'Incineroar', 'Flutter Mane', 'Ogerpon-Wellspring', 'Ursaluna-Bloodmoon', 'Hydrapple']",1
"['Glimmora', 'Chi-Yu', 'Iron Bundle', 'Whimsicott', 'Farigiraf', 'Landorus-Therian']","['Rillaboom', 'Incineroar', 'Urshifu-*', 'Latias', 'Primarina', 'Moltres-Galar']",0
"['Drifblim', 'Rillaboom', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Raging Bolt', 'Incineroar']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Rillaboom']",0
"['Ursaluna-Bloodmoon', 'Ogerpon-Hearthflame', 'Incineroar', 'Urshifu-*', 'Flutter Mane', 'Articuno-Galar']","['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']",1
"['Chi-Yu', 'Landorus', 'Flutter Mane', 'Torkoal', 'Zapdos-Galar', 'Shiftry']","['Tornadus', 'Landorus', 'Thundurus-Therian', 'Urshifu-*', 'Archaludon', 'Amoonguss']",1
"['Urshifu-*', 'Gouging Fire', 'Farigiraf', 'Chien-Pao', 'Falinks', 'Ursaluna-Bloodmoon']","['Chien-Pao', 'Dragonite', 'Ogerpon-Wellspring', 'Ting-Lu', 'Gouging Fire', 'Dondozo']",0
"['Incineroar', 'Rillaboom', 'Urshifu-*', 'Raging Bolt', 'Flutter Mane', 'Ogerpon-Hearthflame']","['Urshifu-*', 'Heatran', 'Flutter Mane', 'Rillaboom', 'Chien-Pao', 'Pikachu']",0
"['Tyranitar', 'Cresselia', 'Corviknight', 'Amoonguss', 'Ogerpon-Wellspring', 'Excadrill']","['Electabuzz', 'Chi-Yu', 'Iron Crown', 'Indeedee-F', 'Zapdos-Galar', 'Annihilape']",1
"['Minun', 'Plusle', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Indeedee-F']","['Incineroar', 'Rillaboom', 'Iron Boulder', 'Annihilape', 'Ogerpon-Wellspring', 'Farigiraf']",0
"['Chesnaught', 'Glastrier', 'Farigiraf', 'Ogerpon-Wellspring', 'Gholdengo', 'Landorus-Therian']","['Electabuzz', 'Bellossom', 'Incineroar', 'Metagross', 'Landorus', 'Araquanid']",1
"['Primeape', 'Rillaboom', 'Oranguru', 'Infernape', 'Annihilape', 'Munkidori']","['Zapdos-Galar', 'Glimmora', 'Tyranitar', 'Excadrill', 'Houndstone', 'Iron Jugulis']",1
"['Dondozo', 'Tatsugiri', 'Tornadus', 'Arcanine-Hisui', 'Flutter Mane', 'Chi-Yu']","['Heatran', 'Iron Leaves', 'Thundurus', 'Comfey', 'Flutter Mane', 'Raging Bolt']",0
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Excadrill', 'Incineroar', 'Archaludon', 'Tyranitar', 'Flutter Mane', 'Tornadus']",0
"['Indeedee-F', 'Coalossal', 'Gallade', 'Clodsire', 'Armarouge', 'Hatterene']","['Thundurus-Therian', 'Entei', 'Whimsicott', 'Sableye', 'Urshifu-*', 'Goodra-Hisui']",0
"['Torkoal', 'Roaring Moon', 'Incineroar', 'Flutter Mane', 'Raging Bolt', 'Tornadus']","['Dragonite', 'Pawmot', 'Farigiraf', 'Urshifu-*', 'Enamorus-Therian', 'Heatran']",0
"['Wo-Chien', 'Walking Wake', 'Torkoal', 'Flutter Mane', 'Goodra-Hisui', 'Urshifu-*']","['Tornadus', 'Landorus', 'Thundurus-Therian', 'Urshifu-*', 'Archaludon', 'Amoonguss']",1
"['Electabuzz', 'Bellossom', 'Incineroar', 'Metagross', 'Landorus', 'Araquanid']","['Azumarill', 'Pelipper', 'Whimsicott', 'Ogerpon-Hearthflame', 'Raging Bolt', 'Farigiraf']",1
"['Minun', 'Plusle', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Indeedee-F']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Porygon2', 'Ursaluna-Bloodmoon', 'Incineroar', 'Rillaboom', 'Iron Hands', 'Heatran']","['Slowking', 'Indeedee-F', 'Ursaluna-Bloodmoon', 'Iron Hands', 'Kingambit', 'Enamorus-Therian']",1
"['Exeggutor', 'Torkoal', 'Flutter Mane', 'Raging Bolt', 'Incineroar', 'Tornadus']","['Flutter Mane', 'Incineroar', 'Raging Bolt', 'Landorus', 'Ogerpon-Wellspring', 'Urshifu-*']",1
"['Latias', 'Incineroar', 'Primarina', 'Sceptile', 'Landorus', 'Flutter Mane']","['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']",1
"['Tinkaton', 'Rhydon', 'Armarouge', 'Rillaboom', 'Urshifu-*', 'Spiritomb']","['Walking Wake', 'Raging Bolt', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Torkoal', 'Kingambit']",1
"['Farigiraf', 'Torkoal', 'Iron Hands', 'Charizard', 'Incineroar', 'Scizor']","['Tornadus', 'Gholdengo', 'Flutter Mane', 'Cresselia', 'Landorus', 'Ogerpon-Wellspring']",0
"['Malamar', 'Whimsicott', 'Landorus-Therian', 'Sinistcha-Masterpiece', 'Walking Wake', 'Espathra']","['Articuno', 'Vikavolt', 'Ninetales-Alola', 'Rhyperior', 'Dusclops', 'Gyarados']",0
"['Pelipper', 'Archaludon', 'Regieleki', 'Landorus', 'Indeedee', 'Flutter Mane']","['Landorus', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Ogerpon', 'Primarina']",1
"['Wo-Chien', 'Walking Wake', 'Torkoal', 'Flutter Mane', 'Goodra-Hisui', 'Urshifu-*']","['Scizor', 'Urshifu-*', 'Farigiraf', 'Ogerpon-Hearthflame', 'Corviknight', 'Raging Bolt']",1
"['Incineroar', 'Ogerpon-Wellspring', 'Tornadus', 'Urshifu-*', 'Dragonite', 'Raikou']","['Comfey', 'Archaludon', 'Latios', 'Ogerpon-Hearthflame', 'Glimmora', 'Thundurus']",0
"['Incineroar', 'Flutter Mane', 'Raging Bolt', 'Tornadus', 'Torkoal', 'Venusaur']","['Flutter Mane', 'Urshifu-*', 'Raging Bolt', 'Landorus', 'Ogerpon-Wellspring', 'Entei']",1
"['Raging Bolt', 'Landorus', 'Flutter Mane', 'Whimsicott', 'Urshifu-*', 'Incineroar']","['Meowscarada', 'Baxcalibur', 'Incineroar', 'Flutter Mane', 'Suicune', 'Landorus']",0
"['Sceptile', 'Tornadus', 'Raging Bolt', 'Incineroar', 'Ogerpon-Wellspring', 'Chien-Pao']","['Maushold', 'Gouging Fire', 'Zapdos-Galar', 'Ting-Lu', 'Ogerpon-Wellspring', 'Farigiraf']",1
"['Walking Wake', 'Raging Bolt', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Torkoal', 'Kingambit']","['Indeedee-F', 'Armarouge', 'Hatterene', 'Pelipper', 'Torkoal', 'Vaporeon']",0
"['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']","['Incineroar', 'Flutter Mane', 'Raging Bolt', 'Tornadus', 'Torkoal', 'Venusaur']",1
"['Flutter Mane', 'Ursaluna-Bloodmoon', 'Torkoal', 'Smeargle', 'Weezing-Galar', 'Tsareena']","['Rillaboom', 'Incineroar', 'Ogerpon-Hearthflame', 'Farigiraf', 'Landorus', 'Raging Bolt']",0
"['Gyarados', 'Ogerpon-Hearthflame', 'Chien-Pao', 'Ninetales-Alola', 'Articuno', 'Iron Hands']","['Cetitan', 'Ninetales-Alola', 'Scrafty', 'Electabuzz', 'Armarouge', 'Milotic']",1
"['Drifblim', 'Rillaboom', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Raging Bolt', 'Incineroar']","['Latias', 'Incineroar', 'Primarina', 'Sceptile', 'Landorus', 'Flutter Mane']",0
"['Basculegion', 'Iron Bundle', 'Sinistcha', 'Slither Wing', 'Dragonite', 'Baxcalibur']","['Azelf', 'Ursaluna-Bloodmoon', 'Dusknoir', 'Torkoal', 'Regieleki', 'Dusclops']",1
"['Tinkaton', 'Rhydon', 'Armarouge', 'Rillaboom', 'Urshifu-*', 'Spiritomb']","['Whimsicott', 'Annihilape', 'Flutter Mane', 'Landorus', 'Ogerpon-Wellspring', 'Entei']",0
"['Toxtricity', 'Oranguru', 'Dusclops', 'Kommo-o', 'Flutter Mane', 'Noivern']","['Tornadus', 'Iron Hands', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Farigiraf', 'Ogerpon-Hearthflame']",0
"['Incineroar', 'Farigiraf', 'Ogerpon-Wellspring', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Flutter Mane']","['Maushold', 'Gouging Fire', 'Zapdos-Galar', 'Ting-Lu', 'Ogerpon-Wellspring', 'Farigiraf']",1
"['Tornadus', 'Walking Wake', 'Lilligant-Hisui', 'Torkoal', 'Flutter Mane', 'Incineroar']","['Sneasler', 'Landorus', 'Sylveon', 'Wo-Chien', 'Basculegion', 'Pelipper']",1
"['Tornadus', 'Thundurus', 'Urshifu-*', 'Landorus', 'Farigiraf', 'Rillaboom']","['Whimsicott', 'Gholdengo', 'Urshifu-*', 'Torkoal', 'Farigiraf', 'Raging Bolt']",0
"['Chi-Yu', 'Glimmora', 'Rillaboom', 'Kingambit', 'Whimsicott', 'Gouging Fire']","['Glimmora', 'Chi-Yu', 'Iron Bundle', 'Whimsicott', 'Farigiraf', 'Landorus-Therian']",1
"['Regice', 'Ninetales-Alola', 'Tornadus', 'Iron Bundle', 'Landorus-Therian', 'Ogerpon-Hearthflame']","['Garchomp', 'Tyranitar', 'Rabsca', 'Indeedee-F', 'Drifblim', 'Metagross']",0
"['Latias', 'Chi-Yu', 'Torkoal', 'Flutter Mane', 'Iron Hands', 'Farigiraf']","['Basculegion', 'Pelipper', 'Rillaboom', 'Landorus', 'Urshifu-*', 'Archaludon']",1
"['Dondozo', 'Tatsugiri', 'Glimmora', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Roaring Moon']","['Ogerpon', 'Urshifu-*', 'Chien-Pao', 'Dragonite', 'Iron Boulder', 'Tornadus']",1
"['Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Farigiraf', 'Flutter Mane', 'Torkoal', 'Urshifu-*']","['Dondozo', 'Tatsugiri', 'Ogerpon', 'Indeedee-F', 'Archaludon', 'Urshifu-*']",1
"['Tornadus', 'Farigiraf', 'Chi-Yu', 'Primarina', 'Raging Bolt', 'Ogerpon']","['Gyarados', 'Ninetales-Alola', 'Articuno', 'Roaring Moon', 'Metagross', 'Persian-Alola']",0
"['Chien-Pao', 'Venusaur', 'Torkoal', 'Raging Bolt', 'Tinkaton', 'Chi-Yu']","['Chien-Pao', 'Raging Bolt', 'Gouging Fire', 'Rillaboom', 'Empoleon', 'Ting-Lu']",1
"['Urshifu-*', 'Flutter Mane', 'Chi-Yu', 'Garchomp', 'Tornadus', 'Farigiraf']","['Smeargle', 'Volbeat', 'Heatran', 'Raging Bolt', 'Ogerpon-Wellspring', 'Urshifu-*']",1
"['Slowking', 'Indeedee-F', 'Ursaluna-Bloodmoon', 'Iron Hands', 'Kingambit', 'Enamorus-Therian']","['Articuno', 'Heatran', 'Urshifu-*', 'Iron Hands', 'Ninetales-Alola', 'Chien-Pao']",0
"['Hydreigon', 'Arcanine-Hisui', 'Sylveon', 'Sneasler', 'Milotic', 'Illumise']","['Kleavor', 'Ogerpon-Wellspring', 'Iron Hands', 'Flutter Mane', 'Talonflame', 'Kingambit']",0
"['Tornadus', 'Gholdengo', 'Flutter Mane', 'Cresselia', 'Landorus', 'Ursaluna-Bloodmoon']","['Zapdos-Galar', 'Sableye', 'Chien-Pao', 'Landorus-Therian', 'Urshifu-*', 'Rillaboom']",1
"['Clefable', 'Indeedee-F', 'Torkoal', 'Hatterene', 'Wo-Chien', 'Glimmora']","['Tornadus', 'Urshifu-*', 'Archaludon', 'Landorus-Therian', 'Primarina', 'Indeedee-F']",1
"['Kingambit', 'Amoonguss', 'Entei', 'Flutter Mane', 'Ogerpon-Wellspring', 'Chien-Pao']","['Smeargle', 'Muk-Alola', 'Latias', 'Flamigo', 'Flutter Mane', 'Urshifu-*']",1
"['Minun', 'Plusle', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Indeedee-F']","['Incineroar', 'Flutter Mane', 'Ogerpon-Wellspring', 'Raging Bolt', 'Cresselia', 'Ursaluna']",1
"['Iron Crown', 'Indeedee-F', 'Iron Moth', 'Gallade', 'Ursaluna', 'Whimsicott']","['Vaporeon', 'Incineroar', 'Rillaboom', 'Maushold', 'Comfey', 'Annihilape']",1
"['Cresselia', 'Ursaluna', 'Chi-Yu', 'Regieleki', 'Mimikyu', 'Torkoal']","['Iron Valiant', 'Gallade', 'Spectrier', 'Incineroar', 'Primarina', 'Ogerpon']",1
"['Indeedee-F', 'Iron Crown', 'Kommo-o', 'Salazzle', 'Scizor', 'Braviary']","['Misdreavus', 'Ursaluna', 'Arcanine', 'Comfey', 'Araquanid', 'Hydrapple']",1
"['Flutter Mane', 'Gouging Fire', 'Chien-Pao', 'Ogerpon-Wellspring', 'Kingambit', 'Rillaboom']","['Tyranitar', 'Iron Hands', 'Incineroar', 'Ogerpon-Cornerstone', 'Rillaboom', 'Lycanroc']",1
"['Ursaluna', 'Hatterene', 'Torkoal', 'Indeedee-F', 'Gallade', 'Flutter Mane']","['Rillaboom', 'Landorus', 'Chien-Pao', 'Incineroar', 'Urshifu-*', 'Raging Bolt']",0
"['Iron Boulder', 'Urshifu-*', 'Kingambit', 'Ursaluna-Bloodmoon', 'Dusclops', 'Ogerpon-Hearthflame']","['Bellibolt', 'Iron Bundle', 'Samurott-Hisui', 'Whiscash', 'Hatterene', 'Hydreigon']",0
"['Malamar', 'Whimsicott', 'Landorus-Therian', 'Sinistcha-Masterpiece', 'Walking Wake', 'Espathra']","['Glimmora', 'Tornadus', 'Urshifu-*', 'Ogerpon-Wellspring', 'Flutter Mane', 'Gouging Fire']",1
"['Trevenant', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Torkoal', 'Incineroar', 'Enamorus-Therian']","['Regidrago', 'Farigiraf', 'Ogerpon-Hearthflame', 'Incineroar', 'Ursaluna-Bloodmoon', 'Urshifu-*']",1
"['Dondozo', 'Ting-Lu', 'Gouging Fire', 'Chien-Pao', 'Dragonite', 'Gholdengo']","['Clefable', 'Indeedee-F', 'Torkoal', 'Hatterene', 'Wo-Chien', 'Glimmora']",0
"['Volcarona', 'Rillaboom', 'Incineroar', 'Urshifu-*', 'Raging Bolt', 'Chien-Pao']","['Registeel', 'Raging Bolt', 'Chien-Pao', 'Urshifu-*', 'Rillaboom', 'Iron Moth']",0
"['Iron Bundle', 'Moltres-Galar', 'Amoonguss', 'Grimmsnarl', 'Heatran', 'Entei']","['Sylveon', 'Incineroar', 'Rillaboom', 'Ogerpon-Hearthflame', 'Iron Bundle', 'Exeggutor-Alola']",0
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']","['Tatsugiri', 'Dondozo', 'Flamigo', 'Amoonguss', 'Ogerpon-Wellspring', 'Landorus-Therian']",0
"['Regice', 'Ninetales-Alola', 'Milotic', 'Rillaboom', 'Arcanine-Hisui', 'Raging Bolt']","['Tornadus', 'Walking Wake', 'Flutter Mane', 'Chi-Yu', 'Urshifu-*', 'Articuno-Galar']",1
"['Flutter Mane', 'Kingambit', 'Landorus', 'Incineroar', 'Rillaboom', 'Ogerpon-Wellspring']","['Cetitan', 'Kommo-o', 'Sinistcha-Masterpiece', 'Iron Hands', 'Incineroar', 'Flutter Mane']",0
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Landorus', 'Iron Hands', 'Florges']","['Farigiraf', 'Rillaboom', 'Incineroar', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Flutter Mane']",0
"['Kingambit', 'Indeedee-F', 'Ursaluna-Bloodmoon', 'Amoonguss', 'Farigiraf', 'Araquanid']","['Indeedee-F', 'Iron Crown', 'Kommo-o', 'Salazzle', 'Scizor', 'Braviary']",0
"['Metagross', 'Basculegion', 'Pelipper', 'Tornadus', 'Urshifu-*', 'Flutter Mane']","['Iron Hands', 'Tornadus', 'Ursaluna-Bloodmoon', 'Ogerpon-Hearthflame', 'Farigiraf', 'Urshifu-*']",0
"['Farigiraf', 'Moltres-Galar', 'Heatran', 'Urshifu-*', 'Sinistcha-Masterpiece', 'Iron Hands']","['Minun', 'Plusle', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Indeedee-F']",0
"['Slowking', 'Indeedee-F', 'Ursaluna-Bloodmoon', 'Iron Hands', 'Kingambit', 'Enamorus-Therian']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",0
"['Iron Hands', 'Gyarados', 'Baxcalibur', 'Arcanine', 'Braviary', 'Grimmsnarl']","['Murkrow', 'Kingambit', 'Gastrodon-East', 'Arcanine-Hisui', 'Farigiraf', 'Annihilape']",0
"['Politoed', 'Sableye', 'Archaludon', 'Ogerpon-Hearthflame', 'Zapdos', 'Glastrier']","['Raging Bolt', 'Urshifu-*', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Landorus-Therian']",0
